symbol,yfinance_ticker,company_name,as_of_date,data_bars,candidate_category,is_research_eligible,is_mechanically_qualified,composite_score,is_disqualified,disqualifying_flags,weekly_uptrend,dma_50_above_100,rsi_in_band,atr_contracting,vcp_bbw_contracting,min_liquidity_passed,close,rsi_14,dma_50,dma_100,wma_30,wma_40,atr_contraction_ratio,bb_width_20,avg_20_turnover_cr,vsa_volume_ratio,vsa_spread_ratio,vsa_close_position,is_stopping_volume,is_no_demand,is_no_supply,is_effort_vs_result,most_recent_event_type,most_recent_event_date,possible_LPS,possible_SOS,possible_Spring,is_UTAD_warning,total_events_detected,numeric_evidence,pf_target_price,pf_upside_pct,pf_count_columns,pf_is_stale_anchor,explanation_summary,tradingview_daily_url,tradingview_weekly_url,tradingview_75m_url,chart_review_status,dataset_snapshot_path,dataset_date
ABCAPITAL,ABCAPITAL.NS,Aditya Birla Capital Limited,2026-07-15,874,HIGH_PRIORITY_CANDIDATE,True,True,68.0,False,None,True,True,True,True,True,True,404.3,59.2,370.96,351.25,,,0.97,0.104,,0.4,0.59,0.34,False,True,False,False,SOS,2026-06-24,False,True,False,False,119,"Bar vol_ratio=1.58x, spread_ratio=1.29x, close_pos=0.88. Candidate SOS: close=394.80 broke above range resistance=394.40 (+0.10%), strong close position=0.88 (threshold > 0.7), volume 1.58x avg (threshold >= 1.5x), spread 1.29x ATR",567.2,40.3,36,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.0/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (371.0>351.2), RSI(14) Bullish (59.2), ATR Contraction (0.97<1.0), BBW Contraction) | VSA: Vol Ratio: 0.40x, Close Pos: 0.34, No Demand | Candidate Event: SOS (Bar vol_ratio=1.58x, spread_ratio=1.29x, close_pos=0.88. Candidate SOS: close=394.80 broke above range resistance=394.40 (+0.10%), strong close position=0.88 (threshold > 0.7), volume 1.58x avg (threshold >= 1.5x), spread 1.29x ATR) | P&F Target: ₹567.20 (+40.3% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AABCAPITAL&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AABCAPITAL&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AABCAPITAL&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
ADSL,ADSL.NS,Allied Digital Services Limited,2026-07-15,874,WATCHLIST,True,False,65.0,False,None,False,False,False,True,True,True,121.45,48.4,123.4,117.21,,,0.81,0.11,,0.17,0.73,0.28,False,False,False,False,LPS,2026-07-01,True,False,False,False,111,"Bar vol_ratio=0.20x, spread_ratio=0.67x, close_pos=0.11. Candidate LPS: higher low=125.20 vs prior ST low=123.50 (+1.4%), holding above range support=112.00, low volume 0.20x avg (threshold < 0.75x), spread 0.67x ATR, close pos=0.11",275.59,126.9,50,False,"[WATCHLIST] Score: 65.0/100.0 | Mech Qual: FAIL (ATR Contraction (0.81<1.0), BBW Contraction) | VSA: Vol Ratio: 0.17x, Close Pos: 0.28 | Candidate Event: LPS (Bar vol_ratio=0.20x, spread_ratio=0.67x, close_pos=0.11. Candidate LPS: higher low=125.20 vs prior ST low=123.50 (+1.4%), holding above range support=112.00, low volume 0.20x avg (threshold < 0.75x), spread 0.67x ATR, close pos=0.11) | P&F Target: ₹275.59 (+126.9% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AADSL&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AADSL&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AADSL&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Limited,2026-07-15,874,HIGH_PRIORITY_CANDIDATE,True,True,62.5,False,None,True,True,True,False,True,True,1555.4,56.8,1469.49,1237.97,,,1.0,0.072,,0.93,1.22,0.13,False,False,False,False,SOS,2026-07-14,False,True,False,False,85,"Bar vol_ratio=1.91x, spread_ratio=1.96x, close_pos=0.73. Candidate SOS: close=1604.50 broke above range resistance=1589.10 (+0.97%), strong close position=0.73 (threshold > 0.7), volume 1.91x avg (threshold >= 1.5x), spread 1.96x ATR",2880.8,85.2,31,True,"[HIGH_PRIORITY_CANDIDATE] Score: 62.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (1469.5>1238.0), RSI(14) Bullish (56.8), BBW Contraction) | VSA: Vol Ratio: 0.93x, Close Pos: 0.13 | Candidate Event: SOS (Bar vol_ratio=1.91x, spread_ratio=1.96x, close_pos=0.73. Candidate SOS: close=1604.50 broke above range resistance=1589.10 (+0.97%), strong close position=0.73 (threshold > 0.7), volume 1.91x avg (threshold >= 1.5x), spread 1.96x ATR) | P&F Target: ₹2880.80 (+85.2% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AADANIGREEN&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AADANIGREEN&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AADANIGREEN&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
ADANIENT,ADANIENT.NS,Adani Enterprises Limited,2026-07-15,874,HIGH_PRIORITY_CANDIDATE,True,True,62.5,False,None,False,True,True,True,False,True,3150.6,58.7,2926.01,2518.58,,,1.0,0.099,,0.49,0.66,0.14,False,False,False,False,SOS,2026-07-01,False,True,False,False,95,"Bar vol_ratio=1.69x, spread_ratio=1.69x, close_pos=0.95. Candidate SOS: close=3143.60 broke above range resistance=3105.00 (+1.24%), strong close position=0.95 (threshold > 0.7), volume 1.69x avg (threshold >= 1.5x), spread 1.69x ATR",4312.34,36.9,18,True,"[HIGH_PRIORITY_CANDIDATE] Score: 62.5/100.0 | Mech Qual: PASS (Daily DMA(50/100) Up (2926.0>2518.6), RSI(14) Bullish (58.7), ATR Contraction (1.00<1.0)) | VSA: Vol Ratio: 0.49x, Close Pos: 0.14 | Candidate Event: SOS (Bar vol_ratio=1.69x, spread_ratio=1.69x, close_pos=0.95. Candidate SOS: close=3143.60 broke above range resistance=3105.00 (+1.24%), strong close position=0.95 (threshold > 0.7), volume 1.69x avg (threshold >= 1.5x), spread 1.69x ATR) | P&F Target: ₹4312.34 (+36.9% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AADANIENT&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AADANIENT&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AADANIENT&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
ABBOTINDIA,ABBOTINDIA.NS,Abbott India Limited,2026-07-15,874,HIGH_PRIORITY_CANDIDATE,True,True,60.5,False,None,False,True,True,True,False,True,27008.01,67.0,26039.18,25808.97,,,0.86,0.112,,0.66,0.8,0.71,False,False,False,False,LPS,2026-06-26,True,False,False,False,125,"Bar vol_ratio=0.00x, spread_ratio=0.00x, close_pos=0.50. Candidate LPS: higher low=25000.00 vs prior ST low=24897.40 (+0.4%), holding above range support=24574.94, low volume 0.00x avg (threshold < 0.75x), spread 0.00x ATR, close pos=0.50",40000.0,48.1,25,False,"[HIGH_PRIORITY_CANDIDATE] Score: 60.5/100.0 | Mech Qual: PASS (Daily DMA(50/100) Up (26039.2>25809.0), RSI(14) Bullish (67.0), ATR Contraction (0.86<1.0)) | VSA: Vol Ratio: 0.66x, Close Pos: 0.71 | Candidate Event: LPS (Bar vol_ratio=0.00x, spread_ratio=0.00x, close_pos=0.50. Candidate LPS: higher low=25000.00 vs prior ST low=24897.40 (+0.4%), holding above range support=24574.94, low volume 0.00x avg (threshold < 0.75x), spread 0.00x ATR, close pos=0.50) | P&F Target: ₹40000.00 (+48.1% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AABBOTINDIA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AABBOTINDIA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AABBOTINDIA&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
ADOR,ADOR.NS,Ador Welding Limited,2026-07-15,874,QUALIFIED_CANDIDATE,True,True,57.5,False,None,False,True,False,False,True,True,1339.3,71.4,1154.3,1062.5,,,1.11,0.15,,3.85,1.4,0.78,False,False,False,False,SOS,2026-07-15,False,True,False,False,118,"Bar vol_ratio=3.85x, spread_ratio=1.40x, close_pos=0.78. Candidate SOS: close=1339.30 broke above range resistance=1337.04 (+0.17%), strong close position=0.78 (threshold > 0.7), volume 3.85x avg (threshold >= 1.5x), spread 1.40x ATR",2758.07,105.9,58,False,"[QUALIFIED_CANDIDATE] Score: 57.5/100.0 | Mech Qual: PASS (Daily DMA(50/100) Up (1154.3>1062.5), BBW Contraction) | VSA: Vol Ratio: 3.85x, Close Pos: 0.78 | Candidate Event: SOS (Bar vol_ratio=3.85x, spread_ratio=1.40x, close_pos=0.78. Candidate SOS: close=1339.30 broke above range resistance=1337.04 (+0.17%), strong close position=0.78 (threshold > 0.7), volume 3.85x avg (threshold >= 1.5x), spread 1.40x ATR) | P&F Target: ₹2758.07 (+105.9% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AADOR&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AADOR&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AADOR&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
ABFRL,ABFRL.NS,Aditya Birla Fashion and Retail Limited,2026-07-15,874,WATCHLIST,True,False,57.5,False,None,False,False,False,True,True,True,59.26,45.9,61.71,62.09,,,0.97,0.089,,0.4,0.4,0.44,False,True,False,False,LPS,2026-07-14,True,False,False,False,144,"Bar vol_ratio=0.36x, spread_ratio=0.71x, close_pos=0.06. Candidate LPS: higher low=58.85 vs prior ST low=58.66 (+0.3%), holding above range support=57.79, low volume 0.36x avg (threshold < 0.75x), spread 0.71x ATR, close pos=0.06",76.93,29.8,3,False,"[WATCHLIST] Score: 57.5/100.0 | Mech Qual: FAIL (ATR Contraction (0.97<1.0), BBW Contraction) | VSA: Vol Ratio: 0.40x, Close Pos: 0.44, No Demand | Candidate Event: LPS (Bar vol_ratio=0.36x, spread_ratio=0.71x, close_pos=0.06. Candidate LPS: higher low=58.85 vs prior ST low=58.66 (+0.3%), holding above range support=57.79, low volume 0.36x avg (threshold < 0.75x), spread 0.71x ATR, close pos=0.06) | P&F Target: ₹76.93 (+29.8% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AABFRL&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AABFRL&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AABFRL&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
ACI,ACI.NS,Archean Chemical Industries Limited,2026-07-15,873,WATCHLIST,True,False,53.0,False,None,False,False,True,True,True,True,543.8,57.6,537.19,560.85,,,0.7,0.049,,8.46,1.21,0.56,False,False,False,False,LPS,2026-06-12,True,False,False,False,95,"Bar vol_ratio=0.71x, spread_ratio=1.21x, close_pos=0.49. Candidate LPS: higher low=532.50 vs prior ST low=531.64 (+0.2%), holding above range support=507.85, low volume 0.71x avg (threshold < 0.75x), spread 1.21x ATR, close pos=0.49",1368.0,151.6,55,False,"[WATCHLIST] Score: 53.0/100.0 | Mech Qual: FAIL (RSI(14) Bullish (57.6), ATR Contraction (0.70<1.0), BBW Contraction) | VSA: Vol Ratio: 8.46x, Close Pos: 0.56 | Candidate Event: LPS (Bar vol_ratio=0.71x, spread_ratio=1.21x, close_pos=0.49. Candidate LPS: higher low=532.50 vs prior ST low=531.64 (+0.2%), holding above range support=507.85, low volume 0.71x avg (threshold < 0.75x), spread 1.21x ATR, close pos=0.49) | P&F Target: ₹1368.00 (+151.6% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AACI&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AACI&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AACI&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
AARTIPHARM,AARTIPHARM.NS,Aarti Pharmalabs Limited,2026-07-15,855,WATCHLIST,True,False,53.0,False,None,False,False,True,True,True,True,718.25,59.5,683.79,684.59,,,0.85,0.087,,0.69,0.9,0.42,False,False,False,False,LPS,2026-06-15,True,False,False,False,87,"Bar vol_ratio=0.57x, spread_ratio=0.69x, close_pos=0.20. Candidate LPS: higher low=637.20 vs prior ST low=635.00 (+0.3%), holding above range support=604.15, low volume 0.57x avg (threshold < 0.75x), spread 0.69x ATR, close pos=0.20",922.65,28.5,47,False,"[WATCHLIST] Score: 53.0/100.0 | Mech Qual: FAIL (RSI(14) Bullish (59.5), ATR Contraction (0.85<1.0), BBW Contraction) | VSA: Vol Ratio: 0.69x, Close Pos: 0.42 | Candidate Event: LPS (Bar vol_ratio=0.57x, spread_ratio=0.69x, close_pos=0.20. Candidate LPS: higher low=637.20 vs prior ST low=635.00 (+0.3%), holding above range support=604.15, low volume 0.57x avg (threshold < 0.75x), spread 0.69x ATR, close pos=0.20) | P&F Target: ₹922.65 (+28.5% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AAARTIPHARM&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AAARTIPHARM&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AAARTIPHARM&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
ACUTAAS,ACUTAAS.NS,Acutaas Chemicals Limited,2026-07-15,874,QUALIFIED_CANDIDATE,True,True,50.5,False,None,True,True,True,False,True,True,3546.9,60.7,3164.6,2745.16,,,1.16,0.175,,0.47,0.72,0.65,False,False,False,False,SOS,2026-06-29,False,True,False,False,80,"Bar vol_ratio=4.59x, spread_ratio=2.60x, close_pos=0.90. Candidate SOS: close=3568.20 broke above range resistance=3444.30 (+3.60%), strong close position=0.90 (threshold > 0.7), volume 4.59x avg (threshold >= 1.5x), spread 2.60x ATR",2470.9,-30.3,9,True,"[QUALIFIED_CANDIDATE] Score: 50.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (3164.6>2745.2), RSI(14) Bullish (60.7), BBW Contraction) | VSA: Vol Ratio: 0.47x, Close Pos: 0.65 | Candidate Event: SOS (Bar vol_ratio=4.59x, spread_ratio=2.60x, close_pos=0.90. Candidate SOS: close=3568.20 broke above range resistance=3444.30 (+3.60%), strong close position=0.90 (threshold > 0.7), volume 4.59x avg (threshold >= 1.5x), spread 2.60x ATR) | P&F Target: ₹2470.90 (+-30.3% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AACUTAAS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AACUTAAS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AACUTAAS&interval=75,pending,data/research_datasets/20260715,2026-08-23 13:20:04 UTC
