symbol,yfinance_ticker,company_name,as_of_date,data_bars,candidate_category,is_research_eligible,is_mechanically_qualified,composite_score,is_disqualified,disqualifying_flags,weekly_uptrend,dma_50_above_100,rsi_in_band,atr_contracting,vcp_bbw_contracting,min_liquidity_passed,close,rsi_14,dma_50,dma_100,wma_30,wma_40,atr_contraction_ratio,bb_width_20,avg_20_turnover_cr,vsa_volume_ratio,vsa_spread_ratio,vsa_close_position,is_stopping_volume,is_no_demand,is_no_supply,is_effort_vs_result,most_recent_event_type,most_recent_event_date,possible_LPS,possible_SOS,possible_Spring,is_UTAD_warning,total_events_detected,numeric_evidence,pf_target_price,pf_upside_pct,pf_count_columns,pf_is_stale_anchor,explanation_summary,tradingview_daily_url,tradingview_weekly_url,tradingview_75m_url,chart_review_status,dataset_snapshot_path,dataset_date
AARTIIND,AARTIIND.NS,Aarti Industries Limited,2026-08-12,894,HIGH_PRIORITY_CANDIDATE,True,True,80.0,False,None,True,True,True,True,False,True,530.9,69.6,479.2,469.4,,,0.97,0.103,,3.5,2.0,0.9,False,False,False,False,SOS,2026-08-12,False,True,False,False,131,"Bar vol_ratio=3.50x, spread_ratio=2.00x, close_pos=0.90. Candidate SOS: close=530.90 broke above range resistance=516.95 (+2.70%), strong close position=0.90 (threshold > 0.7), volume 3.50x avg (threshold >= 1.5x), spread 2.00x ATR",1025.95,93.2,36,False,"[HIGH_PRIORITY_CANDIDATE] Score: 80.0/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (479.2>469.4), RSI(14) Bullish (69.6), ATR Contraction (0.97<1.0)) | VSA: Vol Ratio: 3.50x, Close Pos: 0.90 | Candidate Event: SOS (Bar vol_ratio=3.50x, spread_ratio=2.00x, close_pos=0.90. Candidate SOS: close=530.90 broke above range resistance=516.95 (+2.70%), strong close position=0.90 (threshold > 0.7), volume 3.50x avg (threshold >= 1.5x), spread 2.00x ATR) | P&F Target: ₹1025.95 (+93.2% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AAARTIIND&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AAARTIIND&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AAARTIIND&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
ABSLAMC,ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,2026-08-12,894,HIGH_PRIORITY_CANDIDATE,True,True,72.5,False,None,True,False,False,True,True,True,1038.6,49.5,1075.13,1030.87,,,0.73,0.141,,0.46,0.92,0.89,False,False,False,False,LPS,2026-07-29,True,False,False,False,97,"Bar vol_ratio=0.52x, spread_ratio=0.70x, close_pos=0.58. Candidate LPS: higher low=1001.50 vs prior ST low=991.80 (+1.0%), holding above range support=972.72, low volume 0.52x avg (threshold < 0.75x), spread 0.70x ATR, close pos=0.58",1392.5,34.1,25,False,"[HIGH_PRIORITY_CANDIDATE] Score: 72.5/100.0 | Mech Qual: PASS (Weekly WMA Up, ATR Contraction (0.73<1.0), BBW Contraction) | VSA: Vol Ratio: 0.46x, Close Pos: 0.89 | Candidate Event: LPS (Bar vol_ratio=0.52x, spread_ratio=0.70x, close_pos=0.58. Candidate LPS: higher low=1001.50 vs prior ST low=991.80 (+1.0%), holding above range support=972.72, low volume 0.52x avg (threshold < 0.75x), spread 0.70x ATR, close pos=0.58) | P&F Target: ₹1392.50 (+34.1% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AABSLAMC&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AABSLAMC&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AABSLAMC&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
ADFFOODS,ADFFOODS.NS,ADF Foods Limited,2026-08-12,894,HIGH_PRIORITY_CANDIDATE,True,True,62.5,False,None,True,False,False,True,False,True,261.65,36.1,294.3,264.81,,,0.99,0.262,,0.34,0.55,0.23,False,False,True,False,LPS,2026-08-11,True,False,False,False,111,"Bar vol_ratio=0.71x, spread_ratio=0.82x, close_pos=0.54. Candidate LPS: higher low=260.25 vs prior Spring low=255.85 (+1.7%), holding above range support=255.85, low volume 0.71x avg (threshold < 0.75x), spread 0.82x ATR, close pos=0.54",228.56,-12.6,17,True,"[HIGH_PRIORITY_CANDIDATE] Score: 62.5/100.0 | Mech Qual: PASS (Weekly WMA Up, ATR Contraction (0.99<1.0)) | VSA: Vol Ratio: 0.34x, Close Pos: 0.23, No Supply (Dry-up) | Candidate Event: LPS (Bar vol_ratio=0.71x, spread_ratio=0.82x, close_pos=0.54. Candidate LPS: higher low=260.25 vs prior Spring low=255.85 (+1.7%), holding above range support=255.85, low volume 0.71x avg (threshold < 0.75x), spread 0.82x ATR, close pos=0.54) | P&F Target: ₹228.56 (+-12.6% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AADFFOODS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AADFFOODS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AADFFOODS&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Limited,2026-08-12,894,HIGH_PRIORITY_CANDIDATE,True,True,62.5,False,None,True,False,False,True,False,True,1332.3,32.3,1473.18,1339.73,,,0.78,0.185,,0.86,1.27,0.31,False,False,False,False,LPS,2026-07-31,True,False,False,False,90,"Bar vol_ratio=0.56x, spread_ratio=0.81x, close_pos=0.68. Candidate LPS: higher low=1353.00 vs prior Spring low=1350.00 (+0.2%), holding above range support=1350.00, low volume 0.56x avg (threshold < 0.75x), spread 0.81x ATR, close pos=0.68",2880.8,116.2,31,True,"[HIGH_PRIORITY_CANDIDATE] Score: 62.5/100.0 | Mech Qual: PASS (Weekly WMA Up, ATR Contraction (0.78<1.0)) | VSA: Vol Ratio: 0.86x, Close Pos: 0.31 | Candidate Event: LPS (Bar vol_ratio=0.56x, spread_ratio=0.81x, close_pos=0.68. Candidate LPS: higher low=1353.00 vs prior Spring low=1350.00 (+0.2%), holding above range support=1350.00, low volume 0.56x avg (threshold < 0.75x), spread 0.81x ATR, close pos=0.68) | P&F Target: ₹2880.80 (+116.2% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AADANIGREEN&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AADANIGREEN&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AADANIGREEN&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
ADOR,ADOR.NS,Ador Welding Limited,2026-08-12,894,HIGH_PRIORITY_CANDIDATE,True,True,60.5,False,None,True,True,True,False,True,True,1478.7,57.8,1315.32,1157.34,,,1.17,0.118,,0.18,0.55,0.22,False,False,True,False,LPS,2026-07-27,True,False,False,False,123,"Bar vol_ratio=0.53x, spread_ratio=0.77x, close_pos=0.82. Candidate LPS: higher low=1481.60 vs prior ST low=1439.10 (+3.0%), holding above range support=1004.75, low volume 0.53x avg (threshold < 0.75x), spread 0.77x ATR, close pos=0.82",2093.0,41.5,19,False,"[HIGH_PRIORITY_CANDIDATE] Score: 60.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (1315.3>1157.3), RSI(14) Bullish (57.8), BBW Contraction) | VSA: Vol Ratio: 0.18x, Close Pos: 0.22, No Supply (Dry-up) | Candidate Event: LPS (Bar vol_ratio=0.53x, spread_ratio=0.77x, close_pos=0.82. Candidate LPS: higher low=1481.60 vs prior ST low=1439.10 (+3.0%), holding above range support=1004.75, low volume 0.53x avg (threshold < 0.75x), spread 0.77x ATR, close pos=0.82) | P&F Target: ₹2093.00 (+41.5% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AADOR&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AADOR&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AADOR&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
ABBOTINDIA,ABBOTINDIA.NS,Abbott India Limited,2026-08-12,894,HIGH_PRIORITY_CANDIDATE,True,True,60.5,False,None,False,True,True,True,True,True,28140.0,64.7,26484.73,26142.84,,,0.84,0.036,,1.29,1.12,0.78,False,False,False,False,SOS,2026-07-22,False,True,False,False,126,"Bar vol_ratio=1.57x, spread_ratio=1.46x, close_pos=0.95. Candidate SOS: close=28239.20 broke above range resistance=28175.68 (+0.23%), strong close position=0.95 (threshold > 0.7), volume 1.57x avg (threshold >= 1.5x), spread 1.46x ATR",40000.0,42.1,25,False,"[HIGH_PRIORITY_CANDIDATE] Score: 60.5/100.0 | Mech Qual: PASS (Daily DMA(50/100) Up (26484.7>26142.8), RSI(14) Bullish (64.7), ATR Contraction (0.84<1.0), BBW Contraction) | VSA: Vol Ratio: 1.29x, Close Pos: 0.78 | Candidate Event: SOS (Bar vol_ratio=1.57x, spread_ratio=1.46x, close_pos=0.95. Candidate SOS: close=28239.20 broke above range resistance=28175.68 (+0.23%), strong close position=0.95 (threshold > 0.7), volume 1.57x avg (threshold >= 1.5x), spread 1.46x ATR) | P&F Target: ₹40000.00 (+42.1% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AABBOTINDIA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AABBOTINDIA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AABBOTINDIA&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
ADANIPOWER,ADANIPOWER.NS,Adani Power Limited,2026-08-12,894,QUALIFIED_CANDIDATE,True,True,57.5,False,None,True,False,False,True,True,True,206.99,39.2,219.39,211.96,,,0.72,0.073,,0.67,0.95,0.42,False,False,False,False,Spring,2026-08-12,False,False,True,False,116,"Bar vol_ratio=0.67x, spread_ratio=0.95x, close_pos=0.42. Candidate Spring: low=205.02 undercut prior support=206.70 by 0.81%, closed back above support at 206.99 (close pos=0.42, volume 0.67x avg, spread 0.95x ATR)",246.43,19.1,32,True,"[QUALIFIED_CANDIDATE] Score: 57.5/100.0 | Mech Qual: PASS (Weekly WMA Up, ATR Contraction (0.72<1.0), BBW Contraction) | VSA: Vol Ratio: 0.67x, Close Pos: 0.42 | Candidate Event: Spring (Bar vol_ratio=0.67x, spread_ratio=0.95x, close_pos=0.42. Candidate Spring: low=205.02 undercut prior support=206.70 by 0.81%, closed back above support at 206.99 (close pos=0.42, volume 0.67x avg, spread 0.95x ATR)) | P&F Target: ₹246.43 (+19.1% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AADANIPOWER&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AADANIPOWER&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AADANIPOWER&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
ADANIPORTS,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,2026-08-12,894,QUALIFIED_CANDIDATE,True,True,57.5,False,None,True,False,False,True,False,True,1665.0,30.9,1787.98,1701.4,,,0.99,0.146,,0.67,0.9,0.76,False,False,False,False,Spring,2026-08-12,False,False,True,False,108,"Bar vol_ratio=0.67x, spread_ratio=0.90x, close_pos=0.76. Candidate Spring: low=1640.40 undercut prior support=1650.00 by 0.58%, closed back above support at 1665.00 (close pos=0.76, volume 0.67x avg, spread 0.90x ATR)",2736.08,64.3,46,True,"[QUALIFIED_CANDIDATE] Score: 57.5/100.0 | Mech Qual: PASS (Weekly WMA Up, ATR Contraction (0.99<1.0)) | VSA: Vol Ratio: 0.67x, Close Pos: 0.76 | Candidate Event: Spring (Bar vol_ratio=0.67x, spread_ratio=0.90x, close_pos=0.76. Candidate Spring: low=1640.40 undercut prior support=1650.00 by 0.58%, closed back above support at 1665.00 (close pos=0.76, volume 0.67x avg, spread 0.90x ATR)) | P&F Target: ₹2736.08 (+64.3% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AADANIPORTS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AADANIPORTS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AADANIPORTS&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
360ONE,360ONE.NS,360 ONE WAM LIMITED,2026-08-12,893,QUALIFIED_CANDIDATE,True,True,53.0,False,None,False,True,True,False,False,True,1161.0,55.6,1116.14,1084.57,,,1.03,0.113,,0.8,0.83,0.76,False,False,False,False,LPS,2026-07-21,True,False,False,False,113,"Bar vol_ratio=0.49x, spread_ratio=0.69x, close_pos=0.32. Candidate LPS: higher low=1112.70 vs prior ST low=1104.00 (+0.8%), holding above range support=1031.30, low volume 0.49x avg (threshold < 0.75x), spread 0.69x ATR, close pos=0.32",2199.7,89.5,72,False,"[QUALIFIED_CANDIDATE] Score: 53.0/100.0 | Mech Qual: PASS (Daily DMA(50/100) Up (1116.1>1084.6), RSI(14) Bullish (55.6)) | VSA: Vol Ratio: 0.80x, Close Pos: 0.76 | Candidate Event: LPS (Bar vol_ratio=0.49x, spread_ratio=0.69x, close_pos=0.32. Candidate LPS: higher low=1112.70 vs prior ST low=1104.00 (+0.8%), holding above range support=1031.30, low volume 0.49x avg (threshold < 0.75x), spread 0.69x ATR, close pos=0.32) | P&F Target: ₹2199.70 (+89.5% upside)",https://www.tradingview.com/chart/?symbol=NSE%3A360ONE&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3A360ONE&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3A360ONE&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
AARTIDRUGS,AARTIDRUGS.NS,Aarti Drugs Limited,2026-08-12,894,QUALIFIED_CANDIDATE,True,True,43.0,False,None,False,True,True,False,True,True,431.5,62.4,394.65,382.11,,,1.05,0.082,,1.52,1.79,0.46,False,False,False,False,SOS,2026-07-15,False,True,False,False,134,"Bar vol_ratio=2.89x, spread_ratio=1.84x, close_pos=0.72. Candidate SOS: close=421.60 broke above range resistance=413.90 (+1.86%), strong close position=0.72 (threshold > 0.7), volume 2.89x avg (threshold >= 1.5x), spread 1.84x ATR",1340.44,210.6,57,True,"[QUALIFIED_CANDIDATE] Score: 43.0/100.0 | Mech Qual: PASS (Daily DMA(50/100) Up (394.6>382.1), RSI(14) Bullish (62.4), BBW Contraction) | VSA: Vol Ratio: 1.52x, Close Pos: 0.46 | Candidate Event: SOS (Bar vol_ratio=2.89x, spread_ratio=1.84x, close_pos=0.72. Candidate SOS: close=421.60 broke above range resistance=413.90 (+1.86%), strong close position=0.72 (threshold > 0.7), volume 2.89x avg (threshold >= 1.5x), spread 1.84x ATR) | P&F Target: ₹1340.44 (+210.6% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AAARTIDRUGS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AAARTIDRUGS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AAARTIDRUGS&interval=75,pending,data/research_datasets/20260812,2026-08-23 13:20:04 UTC
